DonationID,DonorID,Type,Subtype,Size,Condition_Donor,Condition_System,Season,Quantity,Location_City,Latitude,Longitude,Timestamp_Submitted,Timestamp_PickedUp,Timestamp_Delivered,Matched_NGO_ID,AdminDecision,Proof_Type,Proof_Evidence,IsFraud
DON003234,D01128,Winter Wear,Mufflers,M,Used,Used,Winter,5,Delhi,28.738876,77.069422,2023-12-02 13:07:57,2023-12-08 13:07:57,2023-12-11 13:07:57,NGO0105,Approved,None,No,False
DON003235,D00247,Accessories,Belts,L,Gently Worn,Gently Worn,Winter,53,Bengaluru,12.93781,77.641491,2024-11-04 21:15:12,2024-11-07 21:15:12,2024-11-09 21:15:12,NGO0382,Approved,None,No,False
DON003236,D01687,Winter Wear,Jackets,XXL,Used,Used,Winter,6,Mumbai,19.05686,72.840743,2023-11-26 20:48:38,2023-12-02 20:48:38,2023-12-03 20:48:38,NGO0368,Approved,None,No,False
DON003237,D00647,Footwear,Sandals,S,New,New,Monsoon,8,Hyderabad,17.355262,78.466274,2023-09-10 20:39:16,2023-09-14 20:39:16,2023-09-19 20:39:16,NGO0033,Approved,Receipt,Yes,False
DON003238,D01700,Footwear,Slippers,M,Gently Worn,Gently Worn,Winter,12,Pune,18.545676,73.864475,2024-11-05 10:46:52,2024-11-08 10:46:52,2024-11-09 10:46:52,NGO0204,Approved,None,No,False
DON003239,D02076,Accessories,Caps,XL,Used,Used,Monsoon,8,Pune,18.53108,73.898089,2024-09-17 09:56:15,2024-09-25 09:56:15,2024-09-29 09:56:15,NGO0214,Approved,None,No,False
DON003240,D01553,Accessories,Caps,XL,Used,Used,Summer,3,Chennai,13.073138,80.271998,2024-04-24 17:36:47,2024-04-26 17:36:47,2024-04-27 17:36:47,NGO0197,Approved,Receipt,Yes,False
DON003241,D00339,Footwear,Sandals,S,Used,Used,Summer,5,Mumbai,19.111172,72.873599,2024-05-15 06:56:45,2024-05-22 06:56:45,2024-05-27 06:56:45,NGO0330,Approved,Photo,Yes,False
DON003242,D01339,Women's Wear,Kurtis,M,Gently Worn,Gently Worn,Monsoon,10,Bengaluru,13.000934,77.636285,2024-06-25 09:58:48,2024-07-02 09:58:48,2024-07-06 09:58:48,NGO0091,Approved,Receipt,Yes,False
DON003243,D00791,Women's Wear,Jeans,Free Size,New,New,Monsoon,6,Mumbai,19.123803,72.900187,2024-07-27 06:45:32,2024-08-01 06:45:32,2024-08-03 06:45:32,NGO0189,Approved,None,No,False
DON003244,D01536,Kids Wear,School Uniforms,S,New,New,Winter,9,Hyderabad,17.348329,78.518025,2024-10-22 10:49:40,2024-10-24 10:49:40,2024-10-28 10:49:40,NGO0188,Approved,None,No,False
DON003245,D01683,Men's Wear,Sweaters,Free Size,Gently Worn,Gently Worn,Winter,10,Mumbai,19.105864,72.883395,2024-12-11 17:46:20,2024-12-13 17:46:20,2024-12-18 17:46:20,NGO0139,Approved,Receipt,Yes,False
DON003246,D01293,Winter Wear,Blankets,S,Used,Used,Winter,33,Pune,18.533825,73.902497,2024-10-16 11:42:25,2024-10-18 11:42:25,2024-10-22 11:42:25,NGO0196,Approved,Receipt,Yes,False
DON003247,D02226,Women's Wear,Salwar Kameez,Free Size,New,New,Winter,1,Hyderabad,17.35219,78.48734,2024-12-18 06:13:02,2024-12-23 06:13:02,2024-12-27 06:13:02,NGO0193,Approved,Photo,Yes,False
DON003248,D01760,Accessories,Caps,Free Size,Gently Worn,Gently Worn,Monsoon,2,Mumbai,19.035006,72.90304,2024-06-14 08:20:16,2024-06-22 08:20:16,2024-06-26 08:20:16,NGO0345,Approved,None,No,False
DON003249,D02384,Men's Wear,Sweaters,XL,Gently Worn,Gently Worn,Summer,7,Mumbai,19.074967,72.903469,2024-05-29 06:18:17,2024-06-06 06:18:17,2024-06-10 06:18:17,NGO0095,Approved,Photo,Yes,False
DON003250,D01692,Women's Wear,Tops,Free Size,Used,Used,Winter,6,Ahmedabad,23.072358,72.535205,2024-10-13 07:50:07,2024-10-17 07:50:07,2024-10-18 07:50:07,NGO0329,Approved,Photo,Yes,False
DON003251,D02129,Women's Wear,Sarees,XL,Used,Used,Monsoon,50,Pune,18.51627,73.817625,2023-06-16 22:05:25,2023-06-24 22:05:25,2023-06-26 22:05:25,NGO0027,Approved,Receipt,Yes,False
DON003252,D02086,Kids Wear,Sweaters,L,Used,Used,Monsoon,9,Delhi,28.704122,77.080474,2024-06-21 15:04:43,2024-06-24 15:04:43,2024-06-28 15:04:43,NGO0318,Approved,Receipt,Yes,False
DON003253,D01205,Accessories,Bags,Free Size,New,New,Winter,7,Bengaluru,12.922863,77.571651,2024-11-21 17:20:16,2024-11-26 17:20:16,2024-11-30 17:20:16,NGO0284,Approved,None,No,False
DON003254,D00614,Footwear,Sandals,Free Size,Gently Worn,Gently Worn,Monsoon,44,Kolkata,22.602406,88.411158,2024-09-28 04:34:14,2024-10-07 04:34:14,2024-10-12 04:34:14,NGO0346,Approved,Photo,Yes,False
DON003255,D00605,Footwear,Shoes,M,Gently Worn,Gently Worn,Winter,10,Bengaluru,12.971748,77.635205,2024-12-23 21:02:59,2024-12-28 21:02:59,2025-01-01 21:02:59,NGO0098,Approved,Receipt,Yes,False
DON003256,D02270,Men's Wear,Shirts,XL,Used,Used,Winter,55,Kolkata,22.593779,88.361821,2024-12-01 02:24:40,2024-12-05 02:24:40,2024-12-10 02:24:40,NGO0385,Approved,Receipt,Yes,False
DON003257,D00464,Kids Wear,Shorts,M,Used,Used,Monsoon,9,Mumbai,19.119782,72.84338,2024-07-07 22:51:58,2024-07-16 22:51:58,2024-07-18 22:51:58,NGO0260,Approved,Receipt,Yes,False
DON003258,D01239,Winter Wear,Blankets,M,Gently Worn,Gently Worn,Winter,16,Delhi,28.70268,77.113844,2024-11-25 07:21:34,2024-12-02 07:21:34,2024-12-04 07:21:34,NGO0288,Approved,Receipt,Yes,False
DON003259,D00918,Winter Wear,Jackets,XXL,Used,Used,Monsoon,7,Mumbai,19.078852,72.91389,2024-07-16 15:52:26,2024-07-22 15:52:26,2024-07-26 15:52:26,NGO0264,Approved,Receipt,Yes,False
DON003260,D00249,Accessories,Scarves,M,Gently Worn,Gently Worn,Summer,2,Mumbai,19.098419,72.888992,2024-03-26 14:37:48,2024-04-03 14:37:48,2024-04-04 14:37:48,NGO0048,Approved,Receipt,Yes,False
DON003261,D00654,Kids Wear,T-Shirts,XL,Gently Worn,Gently Worn,Summer,6,Mumbai,19.027417,72.883153,2024-02-13 02:46:22,2024-02-19 02:46:22,2024-02-24 02:46:22,NGO0091,Approved,Photo,Yes,False
DON003262,D00978,Footwear,Slippers,L,Gently Worn,Gently Worn,Monsoon,1,Mumbai,19.123948,72.875183,2024-06-13 05:21:27,2024-06-21 05:21:27,2024-06-23 05:21:27,NGO0353,Approved,Photo,Yes,False
DON003263,D00878,Accessories,Scarves,S,Gently Worn,Gently Worn,Summer,51,Delhi,28.748515,77.144682,2024-05-27 20:23:32,2024-06-02 20:23:32,2024-06-06 20:23:32,NGO0161,Approved,Receipt,Yes,False
DON003264,D01565,Accessories,Belts,XL,Used,Used,Monsoon,98,Delhi,28.733836,77.073865,2024-07-20 19:07:35,2024-07-29 19:07:35,2024-07-30 19:07:35,NGO0136,Approved,Photo,Yes,False
DON003265,D00624,Men's Wear,Shirts,L,Used,Used,Summer,7,Bengaluru,12.958875,77.583095,2024-05-27 16:23:26,2024-06-02 16:23:26,2024-06-03 16:23:26,NGO0068,Approved,None,No,False
DON003266,D00141,Kids Wear,T-Shirts,XXL,Used,Used,Monsoon,8,Chennai,13.081887,80.262178,2024-06-13 00:37:02,2024-06-22 00:37:02,2024-06-25 00:37:02,NGO0311,Approved,Receipt,Yes,False
DON003267,D02201,Women's Wear,Jeans,L,New,New,Summer,5,Ahmedabad,23.058256,72.598035,2024-04-18 06:03:01,2024-04-24 06:03:01,2024-04-25 06:03:01,NGO0079,Approved,Receipt,Yes,False
DON003268,D02166,Kids Wear,T-Shirts,XL,Gently Worn,Gently Worn,Monsoon,2,Kolkata,22.590727,88.411171,2023-09-23 05:01:27,2023-09-27 05:01:27,2023-10-01 05:01:27,NGO0220,Approved,None,No,False
DON003269,D01804,Footwear,Slippers,XXL,New,New,Monsoon,7,Kolkata,22.621634,88.320405,2024-08-10 03:32:25,2024-08-19 03:32:25,2024-08-24 03:32:25,NGO0350,Approved,Receipt,Yes,False
DON003270,D01861,Men's Wear,Sweaters,Free Size,Used,Used,Monsoon,7,Mumbai,19.066737,72.842903,2024-06-24 13:54:25,2024-06-27 13:54:25,2024-06-30 13:54:25,NGO0335,Approved,Photo,Yes,False
DON003271,D00151,Footwear,Shoes,XL,Used,Used,Monsoon,7,Delhi,28.744788,77.123912,2024-08-06 10:01:19,2024-08-09 10:01:19,2024-08-11 10:01:19,NGO0218,Approved,Receipt,Yes,False
DON003272,D01240,Accessories,Scarves,XXL,Gently Worn,Gently Worn,Monsoon,8,Kolkata,22.527782,88.317575,2024-09-14 02:18:56,2024-09-19 02:18:56,2024-09-24 02:18:56,NGO0034,Approved,Photo,Yes,False
DON003273,D01272,Women's Wear,Shawls,XXL,Used,Used,Winter,4,Pune,18.517089,73.865369,2024-12-10 03:40:37,2024-12-16 03:40:37,2024-12-18 03:40:37,NGO0134,Approved,Photo,Yes,False
DON003274,D01686,Women's Wear,Shawls,XL,New,New,Summer,6,Bengaluru,12.933528,77.630918,2024-05-03 07:48:25,2024-05-07 07:48:25,2024-05-10 07:48:25,NGO0222,Approved,Receipt,Yes,False
DON003275,D01330,Accessories,Bags,S,Gently Worn,Gently Worn,Winter,6,Delhi,28.705602,77.085623,2024-12-29 01:34:55,2024-12-31 01:34:55,2025-01-02 01:34:55,NGO0272,Approved,Receipt,Yes,False
DON003276,D00079,Men's Wear,Jeans,M,New,New,Summer,3,Bengaluru,12.958546,77.624002,2024-02-14 13:41:00,2024-02-17 13:41:00,2024-02-20 13:41:00,NGO0271,Approved,None,No,False
DON003277,D00544,Accessories,Caps,XL,Used,Used,Summer,28,Delhi,28.707712,77.093128,2024-02-21 13:01:43,2024-02-25 13:01:43,2024-03-01 13:01:43,NGO0059,Approved,None,No,False
DON003278,D00760,Footwear,Shoes,Free Size,Used,Used,Winter,10,Mumbai,19.028768,72.898058,2024-12-11 11:39:44,2024-12-15 11:39:44,2024-12-19 11:39:44,NGO0085,Approved,Photo,Yes,False
DON003279,D01015,Kids Wear,Frocks,L,Used,Used,Monsoon,28,Ahmedabad,22.983049,72.538148,2024-09-10 05:17:20,2024-09-20 05:17:20,2024-09-21 05:17:20,NGO0214,Approved,Photo,Yes,False
DON003280,D00858,Footwear,Sandals,Free Size,Used,Used,Winter,7,Delhi,28.746187,77.086843,2024-11-09 11:33:51,2024-11-16 11:33:51,2024-11-19 11:33:51,NGO0377,Approved,None,No,False
DON003281,D00218,Accessories,Caps,L,Gently Worn,Gently Worn,Monsoon,37,Bengaluru,12.962651,77.596979,2024-09-20 01:23:04,2024-09-22 01:23:04,2024-09-25 01:23:04,NGO0324,Approved,Receipt,Yes,False
DON003282,D01588,Women's Wear,Salwar Kameez,L,Used,Used,Monsoon,1,Kolkata,22.584089,88.338516,2024-06-23 01:34:47,2024-07-01 01:34:47,2024-07-03 01:34:47,NGO0304,Approved,None,No,False
DON003283,D00200,Accessories,Caps,Free Size,New,New,Summer,7,Chennai,13.05849,80.28418,2024-05-07 00:15:45,2024-05-12 00:15:45,2024-05-16 00:15:45,NGO0223,Approved,None,No,False
DON003284,D01533,Women's Wear,Sarees,L,Used,Used,Summer,10,Bengaluru,12.966325,77.553924,2024-02-13 18:03:48,2024-02-22 18:03:48,2024-02-25 18:03:48,NGO0155,Approved,Receipt,Yes,False
DON003285,D01729,Accessories,Belts,XXL,Gently Worn,Gently Worn,Summer,5,Mumbai,19.109474,72.873357,2024-05-08 22:27:08,2024-05-11 22:27:08,2024-05-14 22:27:08,NGO0396,Approved,Receipt,Yes,False
DON003286,D00005,Accessories,Bags,XL,Gently Worn,Gently Worn,Summer,2,Hyderabad,17.396901,78.535622,2023-05-09 21:21:05,2023-05-16 21:21:05,2023-05-21 21:21:05,NGO0102,Approved,Receipt,Yes,False
DON003287,D00631,Women's Wear,Salwar Kameez,XXL,Gently Worn,Used,Winter,66,Pune,18.4801,73.891975,2023-12-17 12:22:56,,,NGO0125,Approved,Photo,Yes,True
DON003288,D01676,Men's Wear,Trousers,Free Size,Gently Worn,Gently Worn,Monsoon,3,Hyderabad,17.400261,78.528801,2024-08-11 15:15:07,2024-08-19 15:15:07,2024-08-24 15:15:07,NGO0141,Approved,Receipt,Yes,False
DON003289,D02422,Kids Wear,T-Shirts,Free Size,New,Gently Worn,Winter,94,Ahmedabad,23.038076,72.611089,2024-12-28 02:25:01,,,,Rejected,None,No,True
DON003290,D01856,Women's Wear,Salwar Kameez,S,Gently Worn,Gently Worn,Winter,9,Bengaluru,12.947423,77.643425,2024-10-02 16:18:41,2024-10-04 16:18:41,2024-10-06 16:18:41,NGO0373,Approved,None,No,False
DON003291,D00100,Men's Wear,Jeans,L,New,New,Summer,82,Hyderabad,17.400249,78.533088,2023-03-04 12:10:50,2023-03-14 12:10:50,2023-03-16 12:10:50,NGO0274,Approved,None,No,False
DON003292,D00024,Kids Wear,Shorts,M,Used,Used,Summer,5,Bengaluru,12.942462,77.606953,2024-03-08 14:38:42,2024-03-18 14:38:42,2024-03-21 14:38:42,NGO0062,Approved,None,No,False
DON003293,D01177,Accessories,Belts,Free Size,Gently Worn,Gently Worn,Monsoon,67,Hyderabad,17.370606,78.463602,2023-07-28 02:19:25,2023-08-04 02:19:25,2023-08-06 02:19:25,NGO0175,Approved,Photo,Yes,False
DON003294,D00248,Men's Wear,Jackets,L,Used,Used,Summer,5,Hyderabad,17.41012,78.477106,2024-05-11 12:34:14,2024-05-17 12:34:14,2024-05-18 12:34:14,NGO0016,Approved,Receipt,Yes,False
DON003295,D02490,Footwear,Shoes,Free Size,Gently Worn,Gently Worn,Winter,9,Kolkata,22.528845,88.394638,2024-10-15 08:58:25,2024-10-20 08:58:25,2024-10-21 08:58:25,NGO0297,Approved,Photo,Yes,False
DON003296,D00459,Men's Wear,Shirts,S,Gently Worn,Gently Worn,Summer,2,Ahmedabad,23.04327,72.600758,2024-04-22 17:51:54,2024-04-27 17:51:54,2024-04-28 17:51:54,NGO0244,Approved,Photo,Yes,False
DON003297,D00222,Women's Wear,Sarees,XXL,Used,Used,Monsoon,10,Pune,18.529161,73.810644,2024-07-28 15:17:07,2024-07-30 15:17:07,2024-08-04 15:17:07,NGO0015,Approved,Photo,Yes,False
DON003298,D02278,Kids Wear,T-Shirts,XXL,Gently Worn,Gently Worn,Monsoon,26,Bengaluru,13.015442,77.587564,2024-07-12 15:35:50,2024-07-22 15:35:50,2024-07-27 15:35:50,NGO0137,Approved,Receipt,Yes,False
DON003299,D00328,Women's Wear,Salwar Kameez,XL,New,New,Summer,8,Mumbai,19.120841,72.876646,2024-03-15 11:23:05,2024-03-20 11:23:05,2024-03-24 11:23:05,NGO0265,Approved,None,No,False
DON003300,D01512,Women's Wear,Salwar Kameez,L,Gently Worn,Gently Worn,Summer,4,Mumbai,19.041436,72.905288,2024-05-22 01:02:22,2024-05-27 01:02:22,2024-05-28 01:02:22,NGO0280,Approved,Photo,Yes,False
DON003301,D00411,Accessories,Belts,L,Gently Worn,Used,Summer,25,Delhi,28.667901,77.123954,2024-05-17 12:04:06,,,NGO0177,Approved,Photo,Yes,True
DON003302,D02208,Kids Wear,Shorts,S,New,New,Monsoon,47,Mumbai,19.073031,72.855183,2024-08-12 02:41:39,2024-08-16 02:41:39,2024-08-17 02:41:39,NGO0101,Approved,None,No,False
DON003303,D01728,Footwear,Sandals,XXL,New,New,Winter,63,Mumbai,19.045244,72.839242,2024-10-05 18:21:15,2024-10-11 18:21:15,2024-10-14 18:21:15,NGO0091,Approved,Photo,Yes,False
DON003304,D02020,Accessories,Caps,Free Size,Gently Worn,Gently Worn,Summer,1,Surat,21.211023,72.854574,2024-03-12 21:06:06,2024-03-22 21:06:06,2024-03-27 21:06:06,NGO0147,Approved,None,No,False
DON003305,D01317,Men's Wear,Jackets,M,New,New,Monsoon,16,Bengaluru,12.927809,77.576374,2024-07-07 10:18:17,2024-07-13 10:18:17,2024-07-14 10:18:17,NGO0264,Approved,None,No,False
DON003306,D00851,Accessories,Belts,Free Size,New,New,Summer,88,Delhi,28.683807,77.083317,2024-03-10 05:39:46,2024-03-19 05:39:46,2024-03-21 05:39:46,NGO0082,Approved,None,No,False
DON003307,D02425,Men's Wear,Trousers,M,Gently Worn,Gently Worn,Monsoon,4,Delhi,28.72511,77.071257,2024-06-09 22:38:35,2024-06-16 22:38:35,2024-06-18 22:38:35,NGO0164,Approved,Receipt,Yes,False
DON003308,D00556,Winter Wear,Shawls,L,Used,Used,Summer,3,Chennai,13.05683,80.255099,2024-03-04 10:28:52,2024-03-14 10:28:52,2024-03-17 10:28:52,NGO0027,Approved,Receipt,Yes,False
DON003309,D00006,Accessories,Caps,S,New,New,Monsoon,1,Hyderabad,17.385017,78.535196,2024-07-26 12:55:31,2024-08-02 12:55:31,2024-08-07 12:55:31,NGO0016,Approved,None,No,False
DON003310,D02167,Accessories,Bags,S,Gently Worn,Gently Worn,Summer,5,Kolkata,22.556037,88.384324,2024-02-22 09:57:28,2024-02-29 09:57:28,2024-03-05 09:57:28,NGO0187,Approved,Photo,Yes,False
DON003311,D02462,Men's Wear,Trousers,XL,Used,Used,Monsoon,9,Hyderabad,17.34512,78.528538,2023-09-28 06:47:05,2023-10-01 06:47:05,2023-10-05 06:47:05,NGO0059,Approved,None,No,False
DON003312,D02314,Kids Wear,T-Shirts,Free Size,Used,Used,Summer,40,Mumbai,19.105352,72.893925,2024-05-26 23:16:42,2024-05-28 23:16:42,2024-05-30 23:16:42,NGO0197,Approved,None,No,False
DON003313,D01541,Women's Wear,Sarees,XXL,New,New,Summer,6,Bengaluru,13.00176,77.620438,2024-04-21 02:00:40,2024-04-30 02:00:40,2024-05-03 02:00:40,NGO0322,Approved,None,No,False
DON003314,D02406,Accessories,Caps,XL,New,New,Summer,1,Chennai,13.120616,80.226426,2023-05-23 09:58:30,2023-05-28 09:58:30,2023-06-02 09:58:30,NGO0303,Approved,Receipt,Yes,False
DON003315,D01096,Footwear,Slippers,XL,New,New,Summer,66,Mumbai,19.103059,72.921245,2024-04-03 05:40:02,2024-04-07 05:40:02,2024-04-09 05:40:02,NGO0214,Approved,Photo,Yes,False
DON003316,D00707,Winter Wear,Mufflers,L,Gently Worn,Gently Worn,Winter,30,Jaipur,26.898672,75.789601,2024-11-22 20:30:05,2024-11-26 20:30:05,2024-11-27 20:30:05,NGO0080,Approved,None,No,False
DON003317,D01826,Women's Wear,Salwar Kameez,M,Gently Worn,Gently Worn,Winter,10,Bengaluru,13.011561,77.561163,2024-10-26 22:33:00,2024-10-28 22:33:00,2024-11-01 22:33:00,NGO0061,Approved,None,No,False
DON003318,D01006,Women's Wear,Salwar Kameez,S,New,New,Monsoon,10,Surat,21.121328,72.794629,2023-08-04 12:22:51,2023-08-06 12:22:51,2023-08-10 12:22:51,NGO0287,Approved,Photo,Yes,False
DON003319,D01227,Kids Wear,T-Shirts,XL,Gently Worn,Gently Worn,Winter,9,Kolkata,22.554683,88.3756,2024-11-13 04:37:29,2024-11-19 04:37:29,2024-11-24 04:37:29,NGO0077,Approved,Photo,Yes,False
DON003320,D02034,Kids Wear,Sweaters,XL,Gently Worn,Gently Worn,Winter,8,Bengaluru,13.012641,77.643611,2024-01-15 08:28:40,2024-01-25 08:28:40,2024-01-29 08:28:40,NGO0165,Approved,Receipt,Yes,False
DON003321,D00372,Men's Wear,Jeans,S,New,New,Monsoon,8,Pune,18.553433,73.82699,2024-09-03 17:18:49,2024-09-07 17:18:49,2024-09-12 17:18:49,NGO0365,Approved,Receipt,Yes,False
DON003322,D00461,Footwear,Slippers,XXL,Gently Worn,Gently Worn,Winter,7,Kolkata,22.537164,88.331336,2023-10-30 12:15:10,2023-11-08 12:15:10,2023-11-13 12:15:10,NGO0291,Approved,None,No,False
DON003323,D00642,Footwear,Slippers,L,Gently Worn,Gently Worn,Summer,1,Kolkata,22.585044,88.3815,2024-05-08 05:31:29,2024-05-16 05:31:29,2024-05-18 05:31:29,NGO0202,Approved,Receipt,Yes,False
DON003324,D02181,Kids Wear,Sweaters,S,Used,Used,Monsoon,8,Hyderabad,17.357743,78.48824,2024-08-14 04:25:14,2024-08-24 04:25:14,2024-08-29 04:25:14,NGO0104,Approved,None,No,False
DON003325,D02291,Footwear,Slippers,XL,Used,Used,Monsoon,1,Chennai,13.061938,80.273378,2023-08-09 15:58:41,2023-08-17 15:58:41,2023-08-20 15:58:41,NGO0251,Approved,Photo,Yes,False
DON003326,D01193,Kids Wear,Shorts,S,Used,Used,Monsoon,4,Chennai,13.035518,80.223454,2024-09-10 11:42:24,2024-09-14 11:42:24,2024-09-17 11:42:24,NGO0258,Approved,Photo,Yes,False
DON003327,D00419,Accessories,Caps,M,Used,Used,Monsoon,8,Mumbai,19.121378,72.923837,2024-06-20 18:52:22,2024-06-29 18:52:22,2024-06-30 18:52:22,NGO0343,Approved,Photo,Yes,False
DON003328,D01276,Men's Wear,Jeans,XL,Gently Worn,Gently Worn,Summer,9,Pune,18.552831,73.859177,2024-04-12 07:10:34,2024-04-16 07:10:34,2024-04-21 07:10:34,NGO0301,Approved,Receipt,Yes,False
DON003329,D02453,Women's Wear,Shawls,S,Gently Worn,Gently Worn,Summer,5,Mumbai,19.039744,72.882556,2024-05-08 08:32:41,2024-05-13 08:32:41,2024-05-17 08:32:41,NGO0211,Approved,None,No,False
DON003330,D00026,Winter Wear,Shawls,Free Size,New,New,Monsoon,1,Mumbai,19.077707,72.895152,2024-07-29 02:22:13,2024-08-08 02:22:13,2024-08-13 02:22:13,NGO0022,Approved,Receipt,Yes,False
DON003331,D02062,Accessories,Scarves,L,New,New,Monsoon,4,Chennai,13.132451,80.298563,2024-09-05 05:56:52,2024-09-13 05:56:52,2024-09-17 05:56:52,NGO0112,Approved,Receipt,Yes,False
DON003332,D00780,Footwear,Slippers,XL,Gently Worn,Gently Worn,Monsoon,4,Mumbai,19.095001,72.837588,2024-07-08 02:12:50,2024-07-17 02:12:50,2024-07-22 02:12:50,NGO0253,Approved,Receipt,Yes,False
DON003333,D00251,Kids Wear,Sweaters,XL,New,New,Winter,71,Pune,18.48345,73.89587,2024-12-16 22:13:49,2024-12-26 22:13:49,2024-12-31 22:13:49,NGO0374,Approved,Photo,Yes,False
DON003334,D02348,Winter Wear,Jackets,M,Gently Worn,Gently Worn,Summer,2,Pune,18.494089,73.827331,2024-03-07 15:09:05,2024-03-11 15:09:05,2024-03-13 15:09:05,NGO0073,Approved,None,No,False
DON003335,D00055,Winter Wear,Sweaters,S,Gently Worn,Gently Worn,Winter,1,Pune,18.544302,73.86516,2024-11-24 11:10:10,2024-12-03 11:10:10,2024-12-04 11:10:10,NGO0118,Approved,Receipt,Yes,False
DON003336,D01864,Kids Wear,T-Shirts,S,New,New,Winter,8,Mumbai,19.061071,72.914497,2024-11-21 01:15:30,2024-11-23 01:15:30,2024-11-25 01:15:30,NGO0152,Approved,None,No,False
DON003337,D01403,Winter Wear,Jackets,XXL,Used,Used,Summer,4,Pune,18.564405,73.827278,2024-05-31 15:07:52,2024-06-05 15:07:52,2024-06-06 15:07:52,NGO0161,Approved,Receipt,Yes,False
DON003338,D01200,Women's Wear,Shawls,XXL,Gently Worn,Gently Worn,Monsoon,7,Delhi,28.717174,77.087791,2024-08-05 14:39:46,2024-08-08 14:39:46,2024-08-10 14:39:46,NGO0320,Approved,Receipt,Yes,False
DON003339,D01562,Accessories,Bags,M,Used,Used,Monsoon,3,Surat,21.12535,72.852399,2024-06-12 15:21:15,2024-06-14 15:21:15,2024-06-16 15:21:15,NGO0085,Approved,None,No,False
DON003340,D01515,Accessories,Scarves,L,Gently Worn,Gently Worn,Monsoon,16,Mumbai,19.125326,72.927032,2024-07-15 03:25:53,2024-07-22 03:25:53,2024-07-24 03:25:53,NGO0313,Approved,Photo,Yes,False
DON003341,D00711,Winter Wear,Blankets,L,New,New,Winter,8,Mumbai,19.039207,72.855264,2024-12-14 21:27:31,2024-12-19 21:27:31,2024-12-21 21:27:31,NGO0295,Approved,Receipt,Yes,False
DON003342,D00103,Women's Wear,Shawls,XL,Gently Worn,Gently Worn,Monsoon,2,Chennai,13.105581,80.316032,2024-06-05 14:08:14,2024-06-09 14:08:14,2024-06-10 14:08:14,NGO0165,Approved,Receipt,Yes,False
DON003343,D00870,Winter Wear,Shawls,S,Gently Worn,Gently Worn,Winter,1,Hyderabad,17.421502,78.442202,2024-01-13 04:23:39,2024-01-21 04:23:39,2024-01-23 04:23:39,NGO0199,Approved,Photo,Yes,False
DON003344,D01455,Men's Wear,Shirts,S,Gently Worn,Gently Worn,Monsoon,18,Delhi,28.687841,77.102837,2023-06-16 14:11:22,2023-06-22 14:11:22,2023-06-25 14:11:22,NGO0033,Approved,Photo,Yes,False
DON003345,D01629,Kids Wear,T-Shirts,XXL,Used,Used,Summer,5,Delhi,28.687362,77.130793,2023-05-20 21:42:57,2023-05-26 21:42:57,2023-05-30 21:42:57,NGO0301,Approved,Photo,Yes,False
DON003346,D02296,Accessories,Caps,XXL,Used,Used,Summer,9,Kolkata,22.566546,88.316353,2024-02-08 08:52:40,2024-02-16 08:52:40,2024-02-20 08:52:40,NGO0125,Approved,None,No,False
DON003347,D02353,Women's Wear,Kurtis,L,Used,Used,Summer,6,Bengaluru,13.006983,77.612435,2024-02-19 11:32:03,2024-02-29 11:32:03,2024-03-05 11:32:03,NGO0342,Approved,Photo,Yes,False
DON003348,D01933,Kids Wear,Shorts,S,Gently Worn,Gently Worn,Winter,50,Bengaluru,12.942007,77.620551,2024-12-19 18:23:26,2024-12-28 18:23:26,2024-12-29 18:23:26,NGO0242,Approved,Receipt,Yes,False
DON003349,D01333,Footwear,Shoes,S,Gently Worn,Gently Worn,Winter,95,Mumbai,19.030992,72.894746,2023-12-20 04:45:05,2023-12-28 04:45:05,2023-12-29 04:45:05,NGO0030,Approved,None,No,False
DON003350,D02208,Men's Wear,Shirts,L,Used,Used,Monsoon,47,Mumbai,19.072965,72.878825,2024-07-29 09:44:18,2024-08-06 09:44:18,2024-08-11 09:44:18,NGO0337,Approved,Photo,Yes,False
DON003351,D00478,Women's Wear,Sarees,XXL,Gently Worn,Gently Worn,Summer,4,Kolkata,22.558927,88.3451,2024-04-26 19:47:56,2024-05-01 19:47:56,2024-05-04 19:47:56,NGO0119,Approved,Photo,Yes,False
DON003352,D02379,Kids Wear,School Uniforms,XL,New,Used,Winter,28,Mumbai,19.049569,72.842806,2023-12-07 12:10:25,2023-12-15 12:10:25,2023-12-18 12:10:25,NGO0297,Approved,Receipt,Yes,True
DON003353,D02309,Women's Wear,Sarees,XXL,Used,Used,Monsoon,2,Bengaluru,12.960395,77.569753,2024-06-27 00:04:15,2024-07-02 00:04:15,2024-07-04 00:04:15,NGO0371,Approved,Photo,Yes,False
DON003354,D01301,Women's Wear,Sarees,S,Used,Used,Summer,9,Bengaluru,12.998314,77.598567,2024-03-10 05:17:24,2024-03-13 05:17:24,2024-03-17 05:17:24,NGO0169,Approved,Photo,Yes,False
DON003355,D01927,Footwear,Sandals,XXL,Gently Worn,Gently Worn,Monsoon,4,Chennai,13.088406,80.315259,2024-06-05 12:27:43,2024-06-09 12:27:43,2024-06-12 12:27:43,NGO0145,Approved,None,No,False
DON003356,D00400,Footwear,Slippers,XXL,Used,Used,Monsoon,8,Kolkata,22.60649,88.324121,2023-06-12 14:06:57,2023-06-21 14:06:57,2023-06-23 14:06:57,NGO0072,Approved,None,No,False
