donation_id,donor_id,category,condition,quantity,city,state,country,matched_ngo,created_at,status
don_253,donor_34,children,good,1,Kolkata,West Bengal,India,ngo_46,2025-02-20T17:42:00.036354,completed
don_254,donor_15,formal,good,16,Bengaluru,Karnataka,India,,2025-07-10T17:42:00.036354,approved
don_255,donor_40,outerwear,poor,28,Chennai,Tamil Nadu,India,ngo_53,2025-02-02T17:42:00.036354,completed
don_256,donor_32,activewear,poor,16,Mumbai,Maharashtra,India,ngo_81,2024-12-15T17:42:00.036354,completed
don_257,donor_4,winter wear,fair,12,Bengaluru,Karnataka,India,,2025-01-16T17:42:00.036354,pending
don_258,donor_7,winter wear,fair,1,Mumbai,Maharashtra,India,ngo_64,2025-03-18T17:42:00.036354,completed
don_259,donor_47,activewear,excellent,16,Chennai,Tamil Nadu,India,,2025-11-21T17:42:00.036354,pending
don_260,donor_37,winter wear,excellent,19,Chennai,Tamil Nadu,India,,2025-09-21T17:42:00.036354,pending
don_261,donor_32,activewear,poor,10,Kolkata,West Bengal,India,ngo_74,2025-03-06T17:42:00.036354,completed
don_262,donor_5,seasonal,fair,21,Mumbai,Maharashtra,India,ngo_6,2025-07-23T17:42:00.036354,completed
don_263,donor_18,shoes,good,1,Chennai,Tamil Nadu,India,,2025-04-14T17:42:00.036354,pending
don_264,donor_46,traditional,excellent,8,Chennai,Tamil Nadu,India,,2025-10-27T17:42:00.036354,pending
don_265,donor_2,traditional,poor,21,Kolkata,West Bengal,India,ngo_63,2025-03-14T17:42:00.036354,completed
don_266,donor_47,activewear,good,31,Chennai,Tamil Nadu,India,ngo_47,2025-10-23T17:42:00.036354,completed
don_267,donor_4,winter wear,good,22,Bengaluru,Karnataka,India,,2025-07-05T17:42:00.036354,approved
don_268,donor_50,shoes,fair,6,Mumbai,Maharashtra,India,ngo_31,2024-11-22T17:42:00.036354,completed
don_269,donor_11,accessories,fair,33,Mumbai,Maharashtra,India,ngo_91,2025-10-01T17:42:00.036354,completed
don_270,donor_2,traditional,fair,9,Chennai,Tamil Nadu,India,ngo_40,2025-01-05T17:42:00.036354,completed
don_271,donor_35,winter wear,good,11,Bengaluru,Karnataka,India,,2025-09-25T17:42:00.036354,pending
don_272,donor_20,children,poor,29,Chennai,Tamil Nadu,India,ngo_20,2025-06-02T17:42:00.036354,completed
don_273,donor_33,activewear,good,24,Chennai,Tamil Nadu,India,ngo_29,2025-02-04T17:42:00.036354,completed
don_274,donor_47,outerwear,good,31,Bengaluru,Karnataka,India,ngo_26,2025-11-06T17:42:00.036354,completed
don_275,donor_33,activewear,fair,9,Chennai,Tamil Nadu,India,ngo_81,2025-10-19T17:42:00.036354,completed
don_276,donor_6,accessories,fair,23,Chennai,Tamil Nadu,India,,2025-05-07T17:42:00.036354,approved
don_277,donor_5,seasonal,excellent,39,Chennai,Tamil Nadu,India,,2025-06-14T17:42:00.037355,approved
don_278,donor_20,children,fair,13,Kolkata,West Bengal,India,,2025-10-13T17:42:00.037355,pending
don_279,donor_40,shoes,poor,21,Chennai,Tamil Nadu,India,ngo_88,2025-05-27T17:42:00.037355,completed
don_280,donor_31,shoes,excellent,1,Delhi,Delhi,India,ngo_36,2025-02-23T17:42:00.037355,completed
don_281,donor_44,accessories,fair,22,Kolkata,West Bengal,India,,2025-03-11T17:42:00.037355,pending
don_282,donor_43,accessories,poor,16,Kolkata,West Bengal,India,,2025-10-10T17:42:00.037355,pending
don_283,donor_21,children,poor,16,Mumbai,Maharashtra,India,ngo_53,2025-02-28T17:42:00.037355,completed
don_284,donor_11,children,poor,25,Bengaluru,Karnataka,India,ngo_37,2025-01-27T17:42:00.037355,completed
don_285,donor_14,accessories,fair,19,Chennai,Tamil Nadu,India,,2024-12-09T17:42:00.037355,approved
don_286,donor_23,seasonal,good,28,Chennai,Tamil Nadu,India,ngo_1,2025-07-31T17:42:00.037355,completed
don_287,donor_43,children,poor,21,Kolkata,West Bengal,India,,2025-08-30T17:42:00.037355,pending
don_288,donor_50,shoes,fair,13,Chennai,Tamil Nadu,India,ngo_99,2025-11-11T17:42:00.037355,completed
don_289,donor_30,casual,fair,31,Chennai,Tamil Nadu,India,ngo_96,2025-08-05T17:42:00.037355,completed
don_290,donor_14,seasonal,fair,18,Mumbai,Maharashtra,India,,2025-05-14T17:42:00.037355,approved
don_291,donor_48,winter wear,excellent,9,Delhi,Delhi,India,ngo_94,2025-06-01T17:42:00.037355,completed
don_292,donor_31,shoes,good,10,Delhi,Delhi,India,ngo_95,2025-06-09T17:42:00.037355,completed
don_293,donor_34,children,good,3,Kolkata,West Bengal,India,,2025-02-01T17:42:00.037355,approved
don_294,donor_8,winter wear,good,16,Chennai,Tamil Nadu,India,,2025-03-22T17:42:00.037355,pending
don_295,donor_50,shoes,fair,35,Mumbai,Maharashtra,India,,2025-06-25T17:42:00.037355,pending
don_296,donor_37,winter wear,good,9,Chennai,Tamil Nadu,India,,2025-03-22T17:42:00.037355,pending
don_297,donor_23,seasonal,good,1,Chennai,Tamil Nadu,India,ngo_99,2025-10-22T17:42:00.037355,completed
don_298,donor_36,traditional,poor,28,Delhi,Delhi,India,,2025-06-06T17:42:00.037355,approved
don_299,donor_28,formal,fair,29,Bengaluru,Karnataka,India,,2025-01-02T17:42:00.037355,pending
don_300,donor_38,winter wear,excellent,29,Delhi,Delhi,India,ngo_33,2025-05-31T17:42:00.037355,completed
don_301,donor_30,casual,excellent,31,Chennai,Tamil Nadu,India,ngo_97,2025-08-04T17:42:00.037355,completed
don_302,donor_23,outerwear,excellent,19,Chennai,Tamil Nadu,India,,2025-09-20T17:42:00.037355,pending
don_303,donor_2,shoes,poor,22,Mumbai,Maharashtra,India,ngo_55,2025-10-08T17:42:00.037355,completed
don_304,donor_28,formal,poor,11,Bengaluru,Karnataka,India,ngo_92,2025-10-28T17:42:00.037355,completed
don_305,donor_48,traditional,good,21,Delhi,Delhi,India,ngo_73,2025-09-15T17:42:00.037355,completed
don_306,donor_50,shoes,fair,16,Bengaluru,Karnataka,India,ngo_77,2025-09-16T17:42:00.037355,completed
don_307,donor_14,traditional,good,11,Chennai,Tamil Nadu,India,ngo_62,2024-12-22T17:42:00.037355,completed
don_308,donor_31,shoes,fair,1,Delhi,Delhi,India,ngo_37,2025-08-01T17:42:00.037355,completed
don_309,donor_41,casual,good,25,Bengaluru,Karnataka,India,ngo_62,2025-06-07T17:42:00.037355,completed
don_310,donor_48,outerwear,good,16,Chennai,Tamil Nadu,India,ngo_30,2025-02-05T17:42:00.037355,completed
don_311,donor_25,outerwear,good,28,Chennai,Tamil Nadu,India,,2024-12-03T17:42:00.037355,approved
don_312,donor_49,formal,excellent,10,Kolkata,West Bengal,India,,2025-07-03T17:42:00.037355,approved
don_313,donor_30,casual,good,21,Delhi,Delhi,India,ngo_24,2025-09-14T17:42:00.037355,completed
don_314,donor_7,outerwear,fair,12,Mumbai,Maharashtra,India,,2025-08-28T17:42:00.037355,approved
don_315,donor_26,shoes,poor,4,Delhi,Delhi,India,ngo_77,2025-02-28T17:42:00.037355,completed
don_316,donor_48,outerwear,good,13,Chennai,Tamil Nadu,India,ngo_31,2025-02-01T17:42:00.037355,completed
don_317,donor_5,seasonal,excellent,25,Chennai,Tamil Nadu,India,,2025-01-15T17:42:00.037355,approved
don_318,donor_30,accessories,poor,34,Delhi,Delhi,India,,2025-05-29T17:42:00.037355,approved
don_319,donor_46,accessories,poor,11,Chennai,Tamil Nadu,India,ngo_54,2025-03-28T17:42:00.037355,completed
don_320,donor_31,seasonal,good,15,Delhi,Delhi,India,ngo_31,2025-02-27T17:42:00.037355,completed
don_321,donor_32,activewear,poor,18,Delhi,Delhi,India,ngo_36,2025-04-24T17:42:00.037355,completed
don_322,donor_39,children,excellent,20,Delhi,Delhi,India,ngo_71,2025-07-07T17:42:00.037355,completed
don_323,donor_36,traditional,fair,31,Chennai,Tamil Nadu,India,,2025-06-22T17:42:00.037355,pending
don_324,donor_26,accessories,good,8,Kolkata,West Bengal,India,ngo_90,2025-06-06T17:42:00.037355,completed
don_325,donor_19,traditional,poor,23,Mumbai,Maharashtra,India,ngo_81,2025-08-02T17:42:00.037355,completed
don_326,donor_7,winter wear,excellent,5,Mumbai,Maharashtra,India,ngo_28,2025-07-27T17:42:00.037355,completed
don_327,donor_4,winter wear,good,17,Bengaluru,Karnataka,India,ngo_30,2025-03-04T17:42:00.037355,completed
don_328,donor_1,winter wear,fair,27,Kolkata,West Bengal,India,ngo_84,2025-11-08T17:42:00.037355,completed
don_329,donor_26,accessories,good,8,Bengaluru,Karnataka,India,ngo_77,2025-01-22T17:42:00.037355,completed
don_330,donor_23,winter wear,fair,13,Chennai,Tamil Nadu,India,ngo_83,2025-02-22T17:42:00.037355,completed
don_331,donor_26,accessories,excellent,12,Bengaluru,Karnataka,India,ngo_79,2025-08-09T17:42:00.037355,completed
don_332,donor_19,seasonal,excellent,16,Mumbai,Maharashtra,India,,2025-06-01T17:42:00.037355,pending
don_333,donor_17,shoes,good,32,Mumbai,Maharashtra,India,ngo_58,2025-05-04T17:42:00.037355,completed
don_334,donor_14,formal,excellent,14,Mumbai,Maharashtra,India,ngo_88,2025-11-09T17:42:00.037355,completed
don_335,donor_36,casual,fair,12,Chennai,Tamil Nadu,India,ngo_36,2025-10-23T17:42:00.037355,completed
don_336,donor_36,traditional,poor,29,Chennai,Tamil Nadu,India,,2025-02-09T17:42:00.037355,pending
don_337,donor_43,accessories,fair,30,Bengaluru,Karnataka,India,ngo_37,2025-08-11T17:42:00.037355,completed
don_338,donor_18,shoes,excellent,11,Chennai,Tamil Nadu,India,,2024-12-23T17:42:00.037355,pending
don_339,donor_19,seasonal,excellent,16,Mumbai,Maharashtra,India,ngo_6,2025-08-05T17:42:00.037355,completed
don_340,donor_35,winter wear,fair,1,Mumbai,Maharashtra,India,ngo_55,2025-02-22T17:42:00.037355,completed
don_341,donor_19,seasonal,good,3,Mumbai,Maharashtra,India,ngo_10,2025-09-02T17:42:00.037355,completed
don_342,donor_25,seasonal,fair,1,Kolkata,West Bengal,India,,2025-06-09T17:42:00.037355,approved
don_343,donor_31,shoes,good,6,Kolkata,West Bengal,India,,2025-06-19T17:42:00.037355,approved
don_344,donor_22,children,poor,30,Bengaluru,Karnataka,India,ngo_19,2025-01-11T17:42:00.037355,completed
don_345,donor_23,seasonal,poor,38,Chennai,Tamil Nadu,India,ngo_56,2024-12-25T17:42:00.037355,completed
don_346,donor_3,formal,good,1,Delhi,Delhi,India,,2025-09-11T17:42:00.037355,pending
don_347,donor_10,children,poor,8,Delhi,Delhi,India,ngo_58,2025-07-04T17:42:00.037355,completed
don_348,donor_22,children,poor,21,Bengaluru,Karnataka,India,,2025-07-16T17:42:00.037355,approved
don_349,donor_36,traditional,poor,19,Chennai,Tamil Nadu,India,,2025-07-22T17:42:00.037355,approved
don_350,donor_41,children,excellent,18,Bengaluru,Karnataka,India,ngo_85,2025-04-01T17:42:00.037355,completed
don_351,donor_47,activewear,good,19,Chennai,Tamil Nadu,India,ngo_45,2025-06-23T17:42:00.037355,completed
don_352,donor_43,accessories,fair,30,Kolkata,West Bengal,India,ngo_96,2025-04-30T17:42:00.037355,completed
don_353,donor_2,activewear,poor,35,Chennai,Tamil Nadu,India,ngo_56,2025-04-03T17:42:00.037355,completed
don_354,donor_26,accessories,poor,17,Bengaluru,Karnataka,India,,2025-01-01T17:42:00.037355,pending
don_355,donor_44,accessories,fair,8,Bengaluru,Karnataka,India,ngo_52,2025-02-12T17:42:00.037355,completed
don_356,donor_40,shoes,excellent,36,Chennai,Tamil Nadu,India,ngo_88,2025-01-12T17:42:00.037355,completed
don_357,donor_9,traditional,good,29,Mumbai,Maharashtra,India,ngo_81,2025-07-14T17:42:00.037355,completed
don_358,donor_22,children,fair,10,Bengaluru,Karnataka,India,ngo_77,2025-08-12T17:42:00.037355,completed
don_359,donor_43,outerwear,good,27,Kolkata,West Bengal,India,ngo_24,2025-03-04T17:42:00.037355,completed
don_360,donor_49,formal,poor,20,Kolkata,West Bengal,India,,2025-06-19T17:42:00.037355,approved
don_361,donor_6,casual,excellent,9,Kolkata,West Bengal,India,ngo_35,2025-07-02T17:42:00.037355,completed
don_362,donor_32,accessories,excellent,16,Mumbai,Maharashtra,India,ngo_68,2025-07-23T17:42:00.037355,completed
don_363,donor_16,outerwear,excellent,20,Delhi,Delhi,India,,2025-03-30T17:42:00.038610,pending
don_364,donor_20,children,poor,8,Chennai,Tamil Nadu,India,ngo_84,2025-02-17T17:42:00.038610,completed
don_365,donor_32,activewear,excellent,26,Mumbai,Maharashtra,India,,2025-11-05T17:42:00.038610,approved
don_366,donor_14,formal,excellent,11,Mumbai,Maharashtra,India,ngo_40,2025-06-19T17:42:00.038610,completed
don_367,donor_5,seasonal,fair,23,Chennai,Tamil Nadu,India,,2025-08-28T17:42:00.038610,pending
don_368,donor_13,accessories,fair,29,Kolkata,West Bengal,India,ngo_41,2025-09-11T17:42:00.038610,completed
don_369,donor_20,children,excellent,17,Delhi,Delhi,India,,2025-01-09T17:42:00.038610,pending
don_370,donor_2,traditional,fair,4,Chennai,Tamil Nadu,India,ngo_51,2025-09-15T17:42:00.038610,completed
don_371,donor_50,outerwear,good,3,Mumbai,Maharashtra,India,ngo_91,2024-11-30T17:42:00.038610,completed
don_372,donor_26,children,fair,1,Bengaluru,Karnataka,India,,2025-09-25T17:42:00.038610,pending
don_373,donor_17,shoes,fair,30,Kolkata,West Bengal,India,ngo_90,2025-08-06T17:42:00.038610,completed
don_374,donor_35,winter wear,poor,19,Mumbai,Maharashtra,India,ngo_6,2025-08-29T17:42:00.038610,completed
don_375,donor_27,shoes,excellent,29,Bengaluru,Karnataka,India,ngo_64,2024-11-29T17:42:00.038610,completed
don_376,donor_25,seasonal,fair,21,Chennai,Tamil Nadu,India,ngo_69,2025-10-18T17:42:00.038610,completed
don_377,donor_28,formal,fair,1,Bengaluru,Karnataka,India,ngo_83,2025-10-19T17:42:00.038610,completed
don_378,donor_32,activewear,fair,29,Mumbai,Maharashtra,India,ngo_6,2025-06-23T17:42:00.038610,completed
don_379,donor_25,seasonal,fair,15,Mumbai,Maharashtra,India,,2025-02-24T17:42:00.038610,approved
don_380,donor_24,accessories,excellent,17,Mumbai,Maharashtra,India,,2025-08-15T17:42:00.038610,pending
don_381,donor_4,winter wear,fair,1,Bengaluru,Karnataka,India,,2025-01-03T17:42:00.038610,pending
don_382,donor_2,traditional,good,5,Delhi,Delhi,India,ngo_46,2024-12-09T17:42:00.038610,completed
don_383,donor_5,shoes,excellent,34,Chennai,Tamil Nadu,India,ngo_18,2025-03-06T17:42:00.038610,completed
don_384,donor_7,winter wear,good,16,Mumbai,Maharashtra,India,,2025-04-02T17:42:00.038610,approved
don_385,donor_48,outerwear,poor,25,Delhi,Delhi,India,,2025-01-14T17:42:00.038610,pending
don_386,donor_37,children,good,1,Delhi,Delhi,India,,2025-11-13T17:42:00.038610,pending
don_387,donor_23,seasonal,excellent,29,Chennai,Tamil Nadu,India,ngo_82,2025-03-27T17:42:00.038610,completed
don_388,donor_15,formal,excellent,7,Bengaluru,Karnataka,India,ngo_96,2025-03-19T17:42:00.038610,completed
don_389,donor_8,winter wear,good,5,Chennai,Tamil Nadu,India,ngo_88,2025-04-29T17:42:00.038610,completed
don_390,donor_50,shoes,good,14,Bengaluru,Karnataka,India,ngo_53,2025-01-13T17:42:00.038610,completed
don_391,donor_13,winter wear,poor,10,Chennai,Tamil Nadu,India,ngo_75,2025-06-12T17:42:00.038610,completed
don_392,donor_46,traditional,fair,19,Chennai,Tamil Nadu,India,ngo_92,2025-01-29T17:42:00.038610,completed
don_393,donor_34,shoes,poor,7,Delhi,Delhi,India,ngo_86,2025-03-13T17:42:00.038610,completed
don_394,donor_34,shoes,excellent,17,Delhi,Delhi,India,ngo_88,2025-02-18T17:42:00.038610,completed
don_395,donor_49,formal,fair,12,Kolkata,West Bengal,India,ngo_15,2025-02-22T17:42:00.038610,completed
don_396,donor_35,winter wear,poor,8,Mumbai,Maharashtra,India,,2024-12-19T17:42:00.038610,approved
don_397,donor_3,formal,fair,18,Kolkata,West Bengal,India,ngo_66,2025-04-05T17:42:00.038610,completed
don_398,donor_16,outerwear,excellent,38,Mumbai,Maharashtra,India,ngo_12,2025-02-26T17:42:00.038610,completed
don_399,donor_31,traditional,poor,4,Delhi,Delhi,India,ngo_33,2025-06-23T17:42:00.038610,completed
don_400,donor_37,winter wear,good,14,Mumbai,Maharashtra,India,ngo_67,2025-11-03T17:42:00.038610,completed
don_401,donor_43,casual,excellent,27,Kolkata,West Bengal,India,,2025-04-20T17:42:00.038610,pending
don_402,donor_8,winter wear,excellent,15,Chennai,Tamil Nadu,India,,2025-01-16T17:42:00.038610,pending
don_403,donor_47,activewear,fair,36,Kolkata,West Bengal,India,ngo_59,2025-01-12T17:42:00.038610,completed
don_404,donor_47,outerwear,fair,16,Chennai,Tamil Nadu,India,,2024-12-27T17:42:00.038610,pending
don_405,donor_47,activewear,fair,27,Kolkata,West Bengal,India,ngo_93,2025-04-02T17:42:00.038610,completed
don_406,donor_3,formal,fair,11,Delhi,Delhi,India,ngo_27,2025-09-11T17:42:00.038610,completed
don_407,donor_45,casual,fair,17,Chennai,Tamil Nadu,India,,2025-05-15T17:42:00.038610,pending
don_408,donor_42,accessories,good,8,Chennai,Tamil Nadu,India,,2025-05-26T17:42:00.038610,pending
don_409,donor_1,winter wear,good,27,Bengaluru,Karnataka,India,ngo_11,2025-10-23T17:42:00.038610,completed
don_410,donor_25,seasonal,excellent,22,Chennai,Tamil Nadu,India,ngo_89,2025-10-30T17:42:00.038610,completed
don_411,donor_23,shoes,poor,28,Chennai,Tamil Nadu,India,ngo_60,2025-10-25T17:42:00.038610,completed
don_412,donor_34,children,good,14,Delhi,Delhi,India,ngo_23,2025-07-28T17:42:00.038610,completed
don_413,donor_35,outerwear,fair,2,Chennai,Tamil Nadu,India,ngo_27,2025-09-05T17:42:00.038610,completed
don_414,donor_9,traditional,poor,36,Mumbai,Maharashtra,India,ngo_21,2025-01-12T17:42:00.038610,completed
don_415,donor_10,shoes,fair,8,Delhi,Delhi,India,,2025-08-26T17:42:00.038610,approved
don_416,donor_44,accessories,poor,18,Delhi,Delhi,India,ngo_29,2025-10-23T17:42:00.038610,completed
don_417,donor_10,winter wear,fair,18,Bengaluru,Karnataka,India,ngo_13,2025-09-30T17:42:00.038610,completed
don_418,donor_30,casual,good,27,Chennai,Tamil Nadu,India,ngo_37,2025-04-01T17:42:00.038610,completed
don_419,donor_15,formal,good,18,Bengaluru,Karnataka,India,,2025-06-09T17:42:00.038610,approved
don_420,donor_45,winter wear,fair,12,Chennai,Tamil Nadu,India,ngo_80,2025-02-09T17:42:00.038610,completed
don_421,donor_26,activewear,poor,20,Bengaluru,Karnataka,India,,2025-02-23T17:42:00.038610,pending
don_422,donor_12,accessories,fair,14,Delhi,Delhi,India,ngo_38,2025-02-09T17:42:00.038610,completed
don_423,donor_6,traditional,good,15,Kolkata,West Bengal,India,ngo_63,2024-12-03T17:42:00.038610,completed
don_424,donor_4,traditional,fair,14,Bengaluru,Karnataka,India,,2025-01-03T17:42:00.038610,approved
don_425,donor_26,accessories,excellent,23,Bengaluru,Karnataka,India,ngo_83,2025-06-29T17:42:00.038610,completed
don_426,donor_9,traditional,excellent,16,Chennai,Tamil Nadu,India,ngo_60,2025-08-24T17:42:00.038610,completed
don_427,donor_38,activewear,poor,37,Mumbai,Maharashtra,India,ngo_73,2025-10-20T17:42:00.038610,completed
don_428,donor_23,seasonal,good,27,Chennai,Tamil Nadu,India,ngo_61,2024-12-13T17:42:00.038610,completed
don_429,donor_24,accessories,good,14,Mumbai,Maharashtra,India,,2025-08-17T17:42:00.038610,approved
don_430,donor_27,shoes,fair,14,Chennai,Tamil Nadu,India,,2025-11-09T17:42:00.038610,pending
don_431,donor_50,activewear,fair,19,Mumbai,Maharashtra,India,ngo_53,2025-01-10T17:42:00.038610,completed
don_432,donor_22,children,good,1,Mumbai,Maharashtra,India,,2024-12-15T17:42:00.038610,pending
don_433,donor_33,activewear,fair,16,Mumbai,Maharashtra,India,ngo_53,2025-09-08T17:42:00.038610,completed
don_434,donor_8,winter wear,fair,23,Bengaluru,Karnataka,India,ngo_59,2025-01-24T17:42:00.038610,completed
don_435,donor_21,seasonal,fair,3,Mumbai,Maharashtra,India,ngo_69,2025-01-06T17:42:00.038610,completed
don_436,donor_49,shoes,poor,22,Kolkata,West Bengal,India,ngo_75,2025-08-11T17:42:00.038610,completed
don_437,donor_50,casual,fair,11,Mumbai,Maharashtra,India,ngo_46,2025-03-12T17:42:00.038610,completed
don_438,donor_26,accessories,fair,17,Bengaluru,Karnataka,India,,2025-09-19T17:42:00.038610,approved
don_439,donor_3,formal,fair,31,Delhi,Delhi,India,ngo_4,2025-08-08T17:42:00.039721,completed
don_440,donor_42,children,excellent,7,Delhi,Delhi,India,,2025-10-19T17:42:00.039721,approved
don_441,donor_33,activewear,fair,19,Chennai,Tamil Nadu,India,,2025-10-14T17:42:00.039721,approved
don_442,donor_49,children,poor,32,Mumbai,Maharashtra,India,ngo_31,2025-01-06T17:42:00.039721,completed
don_443,donor_18,outerwear,excellent,1,Chennai,Tamil Nadu,India,ngo_61,2025-05-04T17:42:00.039721,completed
don_444,donor_12,outerwear,fair,22,Delhi,Delhi,India,ngo_53,2025-08-12T17:42:00.039721,completed
don_445,donor_6,shoes,poor,17,Mumbai,Maharashtra,India,ngo_8,2025-11-10T17:42:00.039721,completed
don_446,donor_12,shoes,fair,26,Mumbai,Maharashtra,India,ngo_66,2025-10-15T17:42:00.039721,completed
don_447,donor_44,accessories,poor,16,Delhi,Delhi,India,ngo_69,2025-06-12T17:42:00.039721,completed
don_448,donor_45,casual,fair,29,Chennai,Tamil Nadu,India,ngo_1,2025-02-23T17:42:00.039721,completed
don_449,donor_35,winter wear,poor,1,Mumbai,Maharashtra,India,,2025-05-10T17:42:00.039721,approved
don_450,donor_28,formal,excellent,1,Bengaluru,Karnataka,India,,2024-12-14T17:42:00.039721,approved
don_451,donor_26,accessories,fair,1,Bengaluru,Karnataka,India,ngo_99,2025-08-26T17:42:00.039721,completed
don_452,donor_28,traditional,excellent,10,Delhi,Delhi,India,,2024-12-02T17:42:00.039721,approved
don_453,donor_38,winter wear,good,24,Delhi,Delhi,India,ngo_78,2025-07-11T17:42:00.039721,completed
don_454,donor_11,traditional,fair,21,Mumbai,Maharashtra,India,ngo_91,2025-05-14T17:42:00.039721,completed
don_455,donor_34,children,good,11,Mumbai,Maharashtra,India,,2025-06-10T17:42:00.039721,approved
don_456,donor_27,shoes,poor,27,Bengaluru,Karnataka,India,,2025-02-03T17:42:00.039721,approved
don_457,donor_5,seasonal,excellent,32,Mumbai,Maharashtra,India,ngo_14,2025-10-05T17:42:00.039721,completed
don_458,donor_33,activewear,excellent,18,Chennai,Tamil Nadu,India,ngo_21,2025-10-03T17:42:00.039721,completed
don_459,donor_37,accessories,excellent,16,Kolkata,West Bengal,India,,2025-05-31T17:42:00.039721,approved
don_460,donor_45,traditional,excellent,31,Delhi,Delhi,India,,2025-07-23T17:42:00.039721,pending
don_461,donor_47,activewear,good,17,Bengaluru,Karnataka,India,,2025-02-02T17:42:00.039721,approved
don_462,donor_26,accessories,excellent,17,Bengaluru,Karnataka,India,,2025-07-27T17:42:00.039721,approved
don_463,donor_38,winter wear,excellent,23,Delhi,Delhi,India,ngo_93,2025-06-14T17:42:00.039721,completed
don_464,donor_40,shoes,excellent,28,Kolkata,West Bengal,India,,2025-09-23T17:42:00.039721,pending
don_465,donor_31,children,excellent,15,Delhi,Delhi,India,,2025-02-15T17:42:00.039721,pending
don_466,donor_7,winter wear,fair,9,Mumbai,Maharashtra,India,ngo_10,2025-10-01T17:42:00.039721,completed
don_467,donor_45,winter wear,excellent,37,Chennai,Tamil Nadu,India,,2024-12-07T17:42:00.039721,pending
don_468,donor_10,winter wear,fair,12,Delhi,Delhi,India,ngo_39,2025-09-09T17:42:00.039721,completed
don_469,donor_45,seasonal,good,23,Chennai,Tamil Nadu,India,,2024-12-02T17:42:00.039721,approved
don_470,donor_41,casual,excellent,20,Kolkata,West Bengal,India,,2025-04-24T17:42:00.039721,pending
don_471,donor_6,shoes,excellent,15,Kolkata,West Bengal,India,ngo_32,2025-01-17T17:42:00.039721,completed
don_472,donor_24,accessories,poor,30,Mumbai,Maharashtra,India,,2025-03-11T17:42:00.039721,approved
don_473,donor_20,children,excellent,8,Chennai,Tamil Nadu,India,ngo_34,2025-11-22T17:42:00.039721,completed
don_474,donor_47,traditional,excellent,28,Mumbai,Maharashtra,India,ngo_56,2025-09-11T17:42:00.039721,completed
don_475,donor_6,casual,excellent,18,Kolkata,West Bengal,India,ngo_35,2025-08-14T17:42:00.039721,completed
don_476,donor_12,children,excellent,14,Delhi,Delhi,India,ngo_16,2025-10-18T17:42:00.039721,completed
don_477,donor_46,traditional,excellent,1,Bengaluru,Karnataka,India,ngo_3,2025-07-08T17:42:00.039721,completed
don_478,donor_2,traditional,good,17,Kolkata,West Bengal,India,,2024-12-01T17:42:00.039721,pending
don_479,donor_29,outerwear,good,23,Delhi,Delhi,India,ngo_75,2025-03-27T17:42:00.039721,completed
don_480,donor_27,shoes,poor,5,Kolkata,West Bengal,India,ngo_24,2025-09-29T17:42:00.039721,completed
don_481,donor_42,accessories,fair,17,Bengaluru,Karnataka,India,ngo_59,2024-12-17T17:42:00.039721,completed
don_482,donor_11,traditional,excellent,18,Mumbai,Maharashtra,India,,2025-10-17T17:42:00.039721,pending
don_483,donor_24,accessories,poor,20,Chennai,Tamil Nadu,India,ngo_68,2025-04-02T17:42:00.039721,completed
don_484,donor_12,children,excellent,15,Chennai,Tamil Nadu,India,ngo_17,2025-05-06T17:42:00.039721,completed
don_485,donor_5,seasonal,poor,16,Mumbai,Maharashtra,India,ngo_43,2025-07-05T17:42:00.039721,completed
don_486,donor_46,traditional,fair,8,Chennai,Tamil Nadu,India,ngo_53,2024-12-14T17:42:00.039721,completed
don_487,donor_31,shoes,excellent,1,Delhi,Delhi,India,,2025-09-12T17:42:00.039721,approved
don_488,donor_15,formal,excellent,22,Delhi,Delhi,India,ngo_41,2025-09-06T17:42:00.039721,completed
don_489,donor_29,formal,poor,6,Delhi,Delhi,India,,2025-06-25T17:42:00.039721,approved
don_490,donor_9,traditional,poor,24,Mumbai,Maharashtra,India,,2025-04-15T17:42:00.039721,pending
don_491,donor_45,traditional,excellent,30,Chennai,Tamil Nadu,India,ngo_56,2025-03-01T17:42:00.039721,completed
don_492,donor_16,activewear,excellent,39,Chennai,Tamil Nadu,India,ngo_85,2025-01-03T17:42:00.039721,completed
don_493,donor_38,winter wear,poor,22,Delhi,Delhi,India,,2025-05-04T17:42:00.039721,approved
don_494,donor_17,shoes,excellent,19,Bengaluru,Karnataka,India,ngo_83,2025-09-21T17:42:00.039721,completed
don_495,donor_36,seasonal,fair,33,Delhi,Delhi,India,,2025-06-26T17:42:00.039721,approved
don_496,donor_13,winter wear,good,7,Kolkata,West Bengal,India,,2025-10-17T17:42:00.039721,pending
don_497,donor_37,winter wear,excellent,1,Mumbai,Maharashtra,India,,2025-07-22T17:42:00.039721,pending
don_498,donor_19,seasonal,excellent,16,Kolkata,West Bengal,India,,2025-04-11T17:42:00.039721,pending
don_499,donor_33,activewear,poor,21,Kolkata,West Bengal,India,,2025-07-07T17:42:00.039721,approved
don_500,donor_40,shoes,good,51,Chennai,Tamil Nadu,India,,2025-05-06T17:42:00.039721,approved
don_501,donor_1,winter wear,good,27,Bengaluru,Karnataka,India,ngo_48,2025-03-31T17:42:00.040865,completed
don_502,donor_1,winter wear,good,30,Delhi,Delhi,India,,2025-09-12T17:42:00.040865,approved
