_id,name,city,state,latitude,longitude,trust_score,impact_score,focus_areas,accepted_clothing_types,Capacity_per_week,Acceptance_Rate,Urgent_Need,Contact
NGO0175,NGO Disaster 175,Bengaluru,Karnataka,12.974487,77.602501,75,87,Disaster Relief,shoes;casual;accessories;children,212,0.88,True,ngo175@example.org
NGO0176,NGO Homeless 176,Pune,Maharashtra,18.527913,73.81119,75,62,Homeless Shelter,casual;accessories;formal,255,0.69,True,ngo176@example.org
NGO0177,NGO Elderly 177,Pune,Maharashtra,18.487713,73.860358,75,84,Elderly Care,shoes;casual;outerwear;formal;children,364,0.78,False,ngo177@example.org
NGO0178,NGO Rural 178,Kolkata,West Bengal,22.59804,88.34896,75,94,Rural Development,shoes;accessories;casual;outerwear;children,171,0.89,False,ngo178@example.org
NGO0179,NGO Homeless 179,Bengaluru,Karnataka,13.010876,77.558178,75,73,Homeless Shelter,outerwear;formal;shoes,113,0.76,False,ngo179@example.org
NGO0180,NGO Disaster 180,Mumbai,Maharashtra,19.122784,72.908304,75,66,Disaster Relief,accessories;formal;outerwear;children,111,0.88,False,ngo180@example.org
NGO0181,NGO Children 181,Kolkata,West Bengal,22.604676,88.391466,75,78,Children Education,outerwear;formal;children,153,0.71,False,ngo181@example.org
NGO0182,NGO Disaster 182,Pune,Maharashtra,18.546401,73.896815,75,65,Disaster Relief,formal;casual;accessories;shoes,302,0.67,False,ngo182@example.org
NGO0183,NGO Women 183,Bengaluru,Karnataka,12.996341,77.64078,75,81,Women Empowerment,casual;formal;outerwear,424,0.68,False,ngo183@example.org
NGO0184,NGO Elderly 184,Delhi,Delhi,28.70159,77.053892,75,60,Elderly Care,casual;children;accessories;outerwear,98,0.68,True,ngo184@example.org
NGO0185,NGO Elderly 185,Pune,Maharashtra,18.532669,73.817972,75,73,Elderly Care,children;outerwear;shoes;formal;accessories,148,0.78,False,ngo185@example.org
NGO0186,NGO Women 186,Jaipur,Rajasthan,26.881029,75.750072,75,69,Women Empowerment,casual;formal;shoes;outerwear,228,0.69,False,ngo186@example.org
NGO0187,NGO Women 187,Jaipur,Rajasthan,26.954783,75.744082,75,79,Women Empowerment,children;shoes;accessories,491,0.9,True,ngo187@example.org
NGO0188,NGO Homeless 188,Pune,Maharashtra,18.542816,73.84231,75,75,Homeless Shelter,accessories;casual;shoes;formal;children,118,0.6,False,ngo188@example.org
NGO0189,NGO Rural 189,Mumbai,Maharashtra,19.03166,72.896714,75,61,Rural Development,children;outerwear;shoes,352,0.89,False,ngo189@example.org
NGO0190,NGO Women 190,Mumbai,Maharashtra,19.047509,72.854772,75,65,Women Empowerment,casual;children;shoes;formal;accessories,480,0.79,True,ngo190@example.org
NGO0191,NGO Children 191,Mumbai,Maharashtra,19.074272,72.889313,75,64,Children Education,accessories;casual;shoes,374,0.92,False,ngo191@example.org
NGO0192,NGO Disaster 192,Chennai,Tamil Nadu,13.087099,80.267262,75,77,Disaster Relief,children;formal;outerwear;casual,423,0.86,False,ngo192@example.org
NGO0193,NGO Disaster 193,Mumbai,Maharashtra,19.064977,72.853276,75,60,Disaster Relief,formal;accessories;casual;children,258,0.67,False,ngo193@example.org
NGO0194,NGO Women 194,Delhi,Delhi,28.753286,77.136698,75,83,Women Empowerment,children;formal;outerwear;accessories,144,0.7,False,ngo194@example.org
NGO0195,NGO Women 195,Kolkata,West Bengal,22.59199,88.381245,75,60,Women Empowerment,outerwear;accessories;casual;children;shoes,264,0.63,True,ngo195@example.org
NGO0196,NGO Children 196,Mumbai,Maharashtra,19.056548,72.880284,75,89,Children Education,casual;formal;outerwear;accessories;children,402,0.73,True,ngo196@example.org
NGO0197,NGO Rural 197,Bengaluru,Karnataka,12.936531,77.584536,75,69,Rural Development,formal;accessories;children,384,0.66,False,ngo197@example.org
NGO0198,NGO Women 198,Chennai,Tamil Nadu,13.03588,80.254222,75,77,Women Empowerment,formal;outerwear;children;casual,250,0.91,False,ngo198@example.org
NGO0199,NGO Homeless 199,Hyderabad,Telangana,17.342008,78.472739,75,93,Homeless Shelter,children;casual;shoes,328,0.8,True,ngo199@example.org
NGO0200,NGO Children 200,Delhi,Delhi,28.70168,77.083799,75,94,Children Education,outerwear;shoes;formal;accessories,99,0.77,False,ngo200@example.org
NGO0201,NGO Children 201,Delhi,Delhi,28.733894,77.14907,75,94,Children Education,outerwear;casual;shoes,458,0.76,False,ngo201@example.org
NGO0202,NGO Homeless 202,Mumbai,Maharashtra,19.101264,72.831161,75,76,Homeless Shelter,formal;children;accessories;outerwear;casual,137,0.66,True,ngo202@example.org
NGO0203,NGO Rural 203,Delhi,Delhi,28.7354,77.109137,75,80,Rural Development,children;formal;accessories;casual,310,0.77,True,ngo203@example.org
NGO0204,NGO Children 204,Hyderabad,Telangana,17.384561,78.455264,75,76,Children Education,shoes;accessories;outerwear;children,461,0.89,False,ngo204@example.org
NGO0205,NGO Homeless 205,Kolkata,West Bengal,22.593595,88.341833,75,80,Homeless Shelter,formal;casual;children;accessories;shoes,455,0.64,False,ngo205@example.org
NGO0206,NGO Children 206,Mumbai,Maharashtra,19.042718,72.908474,75,63,Children Education,accessories;casual;outerwear;shoes,292,0.89,False,ngo206@example.org
NGO0207,NGO Women 207,Delhi,Delhi,28.678588,77.057879,75,79,Women Empowerment,children;outerwear;casual;shoes,472,0.68,False,ngo207@example.org
NGO0208,NGO Women 208,Delhi,Delhi,28.732752,77.142739,75,92,Women Empowerment,formal;outerwear;shoes;children;accessories,234,0.65,False,ngo208@example.org
NGO0209,NGO Disaster 209,Mumbai,Maharashtra,19.060232,72.849167,75,64,Disaster Relief,accessories;children;shoes;outerwear;formal,188,0.86,False,ngo209@example.org
NGO0210,NGO Children 210,Jaipur,Rajasthan,26.953786,75.803732,75,80,Children Education,shoes;formal;accessories,348,0.7,False,ngo210@example.org
NGO0211,NGO Disaster 211,Chennai,Tamil Nadu,13.080146,80.238729,75,68,Disaster Relief,outerwear;formal;accessories,61,0.67,False,ngo211@example.org
NGO0212,NGO Women 212,Bengaluru,Karnataka,12.984151,77.576181,75,61,Women Empowerment,children;outerwear;shoes,116,0.76,True,ngo212@example.org
NGO0213,NGO Disaster 213,Hyderabad,Telangana,17.395268,78.466711,75,66,Disaster Relief,casual;outerwear;formal,62,0.94,False,ngo213@example.org
NGO0214,NGO Disaster 214,Delhi,Delhi,28.688595,77.121704,75,63,Disaster Relief,outerwear;shoes;accessories;formal;casual,326,0.72,False,ngo214@example.org
NGO0215,NGO Children 215,Mumbai,Maharashtra,19.036577,72.885197,75,81,Children Education,outerwear;shoes;formal,213,0.93,True,ngo215@example.org
NGO0216,NGO Rural 216,Mumbai,Maharashtra,19.068987,72.915784,75,87,Rural Development,children;shoes;casual;accessories;formal,196,0.86,False,ngo216@example.org
NGO0217,NGO Disaster 217,Delhi,Delhi,28.7097,77.131616,75,83,Disaster Relief,formal;accessories;outerwear;shoes;casual,395,0.75,False,ngo217@example.org
NGO0218,NGO Disaster 218,Bengaluru,Karnataka,13.021513,77.635385,75,69,Disaster Relief,casual;shoes;children,319,0.69,False,ngo218@example.org
NGO0219,NGO Rural 219,Delhi,Delhi,28.705217,77.075572,75,78,Rural Development,formal;accessories;outerwear;casual,335,0.94,True,ngo219@example.org
NGO0220,NGO Disaster 220,Pune,Maharashtra,18.51947,73.868671,75,91,Disaster Relief,children;outerwear;accessories,116,0.63,False,ngo220@example.org
NGO0221,NGO Disaster 221,Mumbai,Maharashtra,19.066366,72.901398,75,80,Disaster Relief,accessories;shoes;outerwear;formal,471,0.87,False,ngo221@example.org
NGO0222,NGO Women 222,Delhi,Delhi,28.750295,77.115033,75,83,Women Empowerment,shoes;casual;formal;children;outerwear,452,0.71,False,ngo222@example.org
NGO0223,NGO Homeless 223,Delhi,Delhi,28.681002,77.096205,75,76,Homeless Shelter,children;outerwear;accessories;formal,70,0.78,True,ngo223@example.org
NGO0224,NGO Elderly 224,Delhi,Delhi,28.750646,77.093522,75,70,Elderly Care,shoes;outerwear;children;accessories;formal,271,0.67,True,ngo224@example.org
NGO0225,NGO Rural 225,Mumbai,Maharashtra,19.125787,72.84763,75,72,Rural Development,formal;casual;shoes;outerwear,301,0.84,False,ngo225@example.org
NGO0226,NGO Women 226,Kolkata,West Bengal,22.558528,88.346785,75,82,Women Empowerment,accessories;shoes;formal;casual;children,439,0.68,True,ngo226@example.org
NGO0227,NGO Elderly 227,Mumbai,Maharashtra,19.080854,72.86539,75,71,Elderly Care,accessories;formal;casual,430,0.85,False,ngo227@example.org
NGO0228,NGO Children 228,Bengaluru,Karnataka,12.980974,77.605819,75,84,Children Education,shoes;casual;children;formal,314,0.78,True,ngo228@example.org
NGO0229,NGO Children 229,Mumbai,Maharashtra,19.037911,72.907532,75,78,Children Education,formal;casual;children;accessories,346,0.93,True,ngo229@example.org
NGO0230,NGO Women 230,Delhi,Delhi,28.729397,77.115278,75,70,Women Empowerment,children;shoes;formal;outerwear,121,0.84,False,ngo230@example.org
NGO0231,NGO Disaster 231,Jaipur,Rajasthan,26.936616,75.795497,75,68,Disaster Relief,formal;casual;outerwear,445,0.8,False,ngo231@example.org
NGO0232,NGO Disaster 232,Chennai,Tamil Nadu,13.094478,80.25952,75,73,Disaster Relief,children;shoes;outerwear;formal,457,0.86,False,ngo232@example.org
NGO0233,NGO Disaster 233,Bengaluru,Karnataka,13.005865,77.55282,75,81,Disaster Relief,casual;outerwear;formal,267,0.77,False,ngo233@example.org
NGO0234,NGO Disaster 234,Delhi,Delhi,28.658163,77.054806,75,91,Disaster Relief,accessories;formal;casual,467,0.89,False,ngo234@example.org
NGO0235,NGO Children 235,Hyderabad,Telangana,17.359904,78.448574,75,93,Children Education,shoes;formal;accessories;children,420,0.89,False,ngo235@example.org
NGO0236,NGO Elderly 236,Mumbai,Maharashtra,19.035612,72.915938,75,71,Elderly Care,casual;accessories;outerwear,97,0.83,False,ngo236@example.org
NGO0237,NGO Disaster 237,Hyderabad,Telangana,17.367973,78.450852,75,85,Disaster Relief,casual;accessories;outerwear;children;shoes,462,0.71,True,ngo237@example.org
NGO0238,NGO Children 238,Mumbai,Maharashtra,19.051977,72.912486,75,86,Children Education,shoes;outerwear;formal;accessories,85,0.73,False,ngo238@example.org
NGO0239,NGO Homeless 239,Chennai,Tamil Nadu,13.060473,80.261812,75,67,Homeless Shelter,accessories;children;shoes;formal;outerwear,214,0.73,False,ngo239@example.org
NGO0240,NGO Homeless 240,Delhi,Delhi,28.743157,77.079834,75,93,Homeless Shelter,outerwear;children;accessories;casual;formal,271,0.75,True,ngo240@example.org
NGO0241,NGO Rural 241,Mumbai,Maharashtra,19.081054,72.8544,75,93,Rural Development,children;formal;outerwear;shoes,419,0.61,False,ngo241@example.org
NGO0242,NGO Disaster 242,Hyderabad,Telangana,17.388907,78.44586,75,66,Disaster Relief,outerwear;children;shoes;accessories;formal,127,0.92,False,ngo242@example.org
NGO0243,NGO Children 243,Bengaluru,Karnataka,12.981246,77.621306,75,66,Children Education,shoes;accessories;children;formal;outerwear,126,0.94,False,ngo243@example.org
NGO0244,NGO Children 244,Mumbai,Maharashtra,19.079088,72.87778,75,67,Children Education,formal;accessories;outerwear;children,304,0.69,False,ngo244@example.org
NGO0245,NGO Elderly 245,Ahmedabad,Gujarat,23.019257,72.600367,75,60,Elderly Care,children;casual;formal;shoes,376,0.94,False,ngo245@example.org
NGO0246,NGO Homeless 246,Delhi,Delhi,28.749203,77.074727,75,63,Homeless Shelter,children;accessories;outerwear;casual;formal,58,0.6,True,ngo246@example.org
NGO0247,NGO Women 247,Mumbai,Maharashtra,19.03547,72.904859,75,83,Women Empowerment,outerwear;casual;accessories,332,0.85,True,ngo247@example.org
NGO0248,NGO Rural 248,Bengaluru,Karnataka,12.990262,77.638427,75,85,Rural Development,shoes;outerwear;formal;children,140,0.88,False,ngo248@example.org
NGO0249,NGO Homeless 249,Delhi,Delhi,28.65589,77.119056,75,91,Homeless Shelter,shoes;casual;children;formal;accessories,108,0.91,True,ngo249@example.org
NGO0250,NGO Homeless 250,Bengaluru,Karnataka,12.938889,77.550138,75,65,Homeless Shelter,accessories;shoes;formal;outerwear;children,259,0.61,True,ngo250@example.org
NGO0251,NGO Children 251,Mumbai,Maharashtra,19.05023,72.842032,75,90,Children Education,formal;outerwear;casual,65,0.63,False,ngo251@example.org
NGO0252,NGO Rural 252,Delhi,Delhi,28.744508,77.10928,75,93,Rural Development,formal;accessories;children,268,0.62,True,ngo252@example.org
NGO0253,NGO Disaster 253,Mumbai,Maharashtra,19.091486,72.854149,75,90,Disaster Relief,shoes;children;casual;accessories,416,0.73,False,ngo253@example.org
NGO0254,NGO Rural 254,Chennai,Tamil Nadu,13.076223,80.25321,75,74,Rural Development,casual;formal;children,436,0.69,False,ngo254@example.org
NGO0255,NGO Women 255,Hyderabad,Telangana,17.432065,78.467246,75,72,Women Empowerment,accessories;outerwear;children;shoes,123,0.94,False,ngo255@example.org
NGO0256,NGO Children 256,Surat,Maharashtra,21.205413,72.811085,75,85,Children Education,shoes;accessories;outerwear,104,0.82,False,ngo256@example.org
NGO0257,NGO Rural 257,Delhi,Delhi,28.690695,77.124418,75,70,Rural Development,children;outerwear;formal,154,0.94,False,ngo257@example.org
NGO0258,NGO Disaster 258,Bengaluru,Karnataka,12.93649,77.568088,75,85,Disaster Relief,shoes;children;formal;outerwear;casual,265,0.63,False,ngo258@example.org
NGO0259,NGO Children 259,Bengaluru,Karnataka,12.937918,77.576385,75,63,Children Education,formal;children;accessories;outerwear,433,0.84,False,ngo259@example.org
NGO0260,NGO Children 260,Hyderabad,Telangana,17.353327,78.482006,75,83,Children Education,children;shoes;outerwear;formal,310,0.74,False,ngo260@example.org
NGO0261,NGO Rural 261,Hyderabad,Telangana,17.373743,78.471808,75,61,Rural Development,shoes;outerwear;children;accessories;casual,450,0.74,False,ngo261@example.org
NGO0262,NGO Disaster 262,Kolkata,West Bengal,22.550206,88.321559,75,73,Disaster Relief,accessories;shoes;formal,500,0.75,False,ngo262@example.org
NGO0263,NGO Elderly 263,Kolkata,West Bengal,22.5668,88.399526,75,64,Elderly Care,casual;outerwear;children,454,0.82,False,ngo263@example.org
NGO0264,NGO Children 264,Bengaluru,Karnataka,12.929652,77.560564,75,89,Children Education,formal;accessories;children;casual,377,0.67,True,ngo264@example.org
NGO0265,NGO Disaster 265,Mumbai,Maharashtra,19.123497,72.838585,75,85,Disaster Relief,shoes;outerwear;accessories;children,205,0.78,False,ngo265@example.org
NGO0266,NGO Elderly 266,Surat,Maharashtra,21.217555,72.793655,75,70,Elderly Care,children;shoes;formal;outerwear,492,0.7,False,ngo266@example.org
NGO0267,NGO Rural 267,Delhi,Delhi,28.684824,77.094428,75,72,Rural Development,casual;children;formal;outerwear;shoes,435,0.73,False,ngo267@example.org
NGO0268,NGO Rural 268,Jaipur,Rajasthan,26.877482,75.770928,75,81,Rural Development,accessories;shoes;formal,271,0.9,False,ngo268@example.org
NGO0269,NGO Children 269,Mumbai,Maharashtra,19.051678,72.906265,75,91,Children Education,formal;accessories;outerwear,254,0.83,False,ngo269@example.org
NGO0270,NGO Children 270,Chennai,Tamil Nadu,13.096982,80.229494,75,63,Children Education,shoes;outerwear;casual;children;formal,101,0.83,False,ngo270@example.org
NGO0271,NGO Women 271,Chennai,Tamil Nadu,13.08737,80.228731,75,71,Women Empowerment,accessories;outerwear;formal,287,0.69,False,ngo271@example.org
NGO0272,NGO Elderly 272,Delhi,Delhi,28.676635,77.120217,75,94,Elderly Care,casual;shoes;outerwear;accessories,306,0.91,False,ngo272@example.org
NGO0273,NGO Homeless 273,Hyderabad,Telangana,17.387824,78.464423,75,61,Homeless Shelter,children;outerwear;accessories;formal;shoes,324,0.61,False,ngo273@example.org
NGO0274,NGO Children 274,Bengaluru,Karnataka,13.008217,77.546429,75,60,Children Education,children;accessories;formal;shoes;casual,468,0.64,True,ngo274@example.org
NGO0275,NGO Elderly 275,Mumbai,Maharashtra,19.0421,72.915516,75,68,Elderly Care,formal;accessories;casual;shoes,150,0.83,False,ngo275@example.org
NGO0276,NGO Children 276,Mumbai,Maharashtra,19.098621,72.852413,75,62,Children Education,shoes;accessories;casual;outerwear;children,110,0.85,True,ngo276@example.org
NGO0277,NGO Children 277,Delhi,Delhi,28.728497,77.105289,75,75,Children Education,casual;accessories;children,471,0.93,False,ngo277@example.org
NGO0278,NGO Disaster 278,Mumbai,Maharashtra,19.097353,72.891886,75,92,Disaster Relief,formal;casual;accessories,247,0.62,True,ngo278@example.org
NGO0279,NGO Children 279,Delhi,Delhi,28.660348,77.122387,75,63,Children Education,outerwear;accessories;formal;children,354,0.76,True,ngo279@example.org
NGO0280,NGO Children 280,Mumbai,Maharashtra,19.106759,72.830943,75,83,Children Education,casual;outerwear;accessories;children,157,0.7,False,ngo280@example.org
NGO0281,NGO Homeless 281,Kolkata,West Bengal,22.54667,88.388921,75,63,Homeless Shelter,casual;children;formal;accessories,432,0.63,False,ngo281@example.org
NGO0282,NGO Rural 282,Chennai,Tamil Nadu,13.088178,80.225259,75,77,Rural Development,shoes;accessories;outerwear;casual,103,0.91,False,ngo282@example.org
NGO0283,NGO Elderly 283,Ahmedabad,Gujarat,22.988059,72.620169,75,93,Elderly Care,formal;casual;outerwear;children,400,0.85,True,ngo283@example.org
NGO0284,NGO Elderly 284,Hyderabad,Telangana,17.360837,78.494883,75,79,Elderly Care,children;formal;outerwear,482,0.94,False,ngo284@example.org
NGO0285,NGO Children 285,Kolkata,West Bengal,22.555466,88.350366,75,74,Children Education,children;accessories;casual;formal,371,0.64,False,ngo285@example.org
NGO0286,NGO Women 286,Jaipur,Rajasthan,26.896473,75.77107,75,68,Women Empowerment,formal;accessories;shoes;children;outerwear,411,0.64,False,ngo286@example.org
NGO0287,NGO Homeless 287,Ahmedabad,Gujarat,23.028311,72.589,75,82,Homeless Shelter,shoes;children;formal,317,0.86,False,ngo287@example.org
NGO0288,NGO Rural 288,Mumbai,Maharashtra,19.072798,72.903745,75,72,Rural Development,outerwear;formal;accessories;casual,166,0.76,False,ngo288@example.org
NGO0289,NGO Children 289,Mumbai,Maharashtra,19.028749,72.896726,75,72,Children Education,outerwear;formal;children;accessories;shoes,448,0.82,False,ngo289@example.org
NGO0290,NGO Disaster 290,Mumbai,Maharashtra,19.04628,72.887272,75,90,Disaster Relief,outerwear;children;shoes;casual,374,0.95,False,ngo290@example.org
NGO0291,NGO Homeless 291,Bengaluru,Karnataka,12.999089,77.598147,75,66,Homeless Shelter,accessories;formal;children,223,0.89,True,ngo291@example.org
NGO0292,NGO Children 292,Bengaluru,Karnataka,12.963523,77.630929,75,75,Children Education,accessories;formal;outerwear,143,0.88,True,ngo292@example.org
NGO0293,NGO Elderly 293,Hyderabad,Telangana,17.406632,78.473334,75,83,Elderly Care,casual;accessories;outerwear,288,0.9,True,ngo293@example.org
NGO0294,NGO Elderly 294,Mumbai,Maharashtra,19.091133,72.894613,75,86,Elderly Care,accessories;children;outerwear;casual,149,0.88,False,ngo294@example.org
NGO0295,NGO Children 295,Delhi,Delhi,28.693626,77.071122,75,76,Children Education,casual;children;outerwear;shoes;accessories,250,0.8,False,ngo295@example.org
NGO0296,NGO Homeless 296,Pune,Maharashtra,18.546742,73.861849,75,77,Homeless Shelter,children;casual;shoes;outerwear;accessories,182,0.74,False,ngo296@example.org
NGO0297,NGO Elderly 297,Mumbai,Maharashtra,19.106085,72.895924,75,63,Elderly Care,casual;outerwear;children,83,0.75,True,ngo297@example.org
NGO0298,NGO Elderly 298,Delhi,Delhi,28.73907,77.143939,75,83,Elderly Care,formal;shoes;outerwear;accessories,406,0.86,False,ngo298@example.org
NGO0299,NGO Homeless 299,Mumbai,Maharashtra,19.031492,72.839244,75,81,Homeless Shelter,formal;shoes;outerwear;children;accessories,202,0.89,False,ngo299@example.org
NGO0300,NGO Women 300,Mumbai,Maharashtra,19.074034,72.828665,75,93,Women Empowerment,children;outerwear;formal;accessories;shoes,236,0.62,False,ngo300@example.org
NGO0301,NGO Rural 301,Ahmedabad,Gujarat,22.988154,72.606253,75,86,Rural Development,casual;accessories;formal;outerwear;children,433,0.84,False,ngo301@example.org
NGO0302,NGO Disaster 302,Pune,Maharashtra,18.499256,73.892228,75,64,Disaster Relief,formal;shoes;casual;accessories;outerwear,83,0.68,True,ngo302@example.org
NGO0303,NGO Children 303,Delhi,Delhi,28.664814,77.095009,75,69,Children Education,accessories;outerwear;formal;children;shoes,466,0.61,False,ngo303@example.org
NGO0304,NGO Homeless 304,Mumbai,Maharashtra,19.036093,72.918859,75,86,Homeless Shelter,outerwear;casual;accessories;shoes,293,0.85,False,ngo304@example.org
NGO0305,NGO Women 305,Hyderabad,Telangana,17.375428,78.516119,75,94,Women Empowerment,shoes;casual;children;formal,391,0.9,False,ngo305@example.org
NGO0306,NGO Elderly 306,Delhi,Delhi,28.709095,77.061847,75,80,Elderly Care,outerwear;formal;accessories;children,58,0.89,False,ngo306@example.org
NGO0307,NGO Women 307,Ahmedabad,Gujarat,23.014561,72.598271,75,76,Women Empowerment,accessories;children;casual,301,0.78,False,ngo307@example.org
NGO0308,NGO Disaster 308,Kolkata,West Bengal,22.534828,88.361146,75,61,Disaster Relief,casual;formal;shoes,222,0.71,True,ngo308@example.org
NGO0309,NGO Homeless 309,Mumbai,Maharashtra,19.103043,72.918283,75,86,Homeless Shelter,accessories;formal;casual;shoes;children,218,0.88,False,ngo309@example.org
NGO0310,NGO Disaster 310,Delhi,Delhi,28.691312,77.108779,75,60,Disaster Relief,casual;formal;accessories;children,100,0.72,False,ngo310@example.org
NGO0311,NGO Rural 311,Mumbai,Maharashtra,19.111408,72.891649,75,62,Rural Development,casual;outerwear;formal;accessories,465,0.81,False,ngo311@example.org
NGO0312,NGO Elderly 312,Delhi,Delhi,28.692435,77.067851,75,64,Elderly Care,formal;shoes;outerwear;casual,272,0.87,False,ngo312@example.org
NGO0313,NGO Women 313,Chennai,Tamil Nadu,13.074985,80.266958,75,79,Women Empowerment,outerwear;casual;formal;shoes;accessories,68,0.73,False,ngo313@example.org
NGO0314,NGO Disaster 314,Mumbai,Maharashtra,19.072069,72.833815,75,79,Disaster Relief,children;outerwear;shoes;accessories;casual,287,0.64,False,ngo314@example.org
NGO0315,NGO Rural 315,Chennai,Tamil Nadu,13.10817,80.268768,75,85,Rural Development,shoes;accessories;formal;casual,435,0.68,True,ngo315@example.org
NGO0316,NGO Women 316,Delhi,Delhi,28.702768,77.08319,75,86,Women Empowerment,children;formal;shoes;accessories,321,0.61,False,ngo316@example.org
NGO0317,NGO Elderly 317,Ahmedabad,Gujarat,23.002151,72.52869,75,90,Elderly Care,outerwear;casual;accessories,307,0.9,False,ngo317@example.org
NGO0318,NGO Women 318,Hyderabad,Telangana,17.373332,78.4529,75,81,Women Empowerment,accessories;shoes;formal;casual;children,220,0.69,False,ngo318@example.org
NGO0319,NGO Homeless 319,Hyderabad,Telangana,17.375283,78.45145,75,75,Homeless Shelter,children;shoes;outerwear;casual;formal,145,0.79,False,ngo319@example.org
NGO0320,NGO Women 320,Surat,Maharashtra,21.165069,72.823961,75,81,Women Empowerment,shoes;children;casual;accessories;formal,55,0.76,False,ngo320@example.org
NGO0321,NGO Rural 321,Hyderabad,Telangana,17.349382,78.53126,75,70,Rural Development,shoes;formal;casual;accessories;outerwear,155,0.93,False,ngo321@example.org
NGO0322,NGO Homeless 322,Hyderabad,Telangana,17.43169,78.476789,75,75,Homeless Shelter,casual;shoes;formal,404,0.65,False,ngo322@example.org
NGO0323,NGO Homeless 323,Delhi,Delhi,28.707001,77.124704,75,90,Homeless Shelter,children;accessories;shoes;outerwear,360,0.62,True,ngo323@example.org
NGO0324,NGO Homeless 324,Chennai,Tamil Nadu,13.084401,80.314313,75,76,Homeless Shelter,formal;shoes;outerwear;casual;children,352,0.84,False,ngo324@example.org
NGO0325,NGO Women 325,Mumbai,Maharashtra,19.059461,72.864752,75,78,Women Empowerment,outerwear;casual;shoes,182,0.6,True,ngo325@example.org
NGO0326,NGO Women 326,Hyderabad,Telangana,17.429359,78.497098,75,90,Women Empowerment,shoes;outerwear;formal;casual;accessories,292,0.67,False,ngo326@example.org
NGO0327,NGO Homeless 327,Chennai,Tamil Nadu,13.128399,80.253437,75,64,Homeless Shelter,accessories;children;formal;shoes;casual,269,0.93,True,ngo327@example.org
NGO0328,NGO Homeless 328,Delhi,Delhi,28.722281,77.126287,75,76,Homeless Shelter,shoes;accessories;formal,280,0.62,False,ngo328@example.org
NGO0329,NGO Elderly 329,Bengaluru,Karnataka,13.009784,77.594581,75,81,Elderly Care,children;casual;accessories;outerwear,226,0.69,False,ngo329@example.org
NGO0330,NGO Women 330,Kolkata,West Bengal,22.58127,88.400166,75,81,Women Empowerment,casual;shoes;children,475,0.87,False,ngo330@example.org
NGO0331,NGO Homeless 331,Mumbai,Maharashtra,19.044093,72.848706,75,80,Homeless Shelter,children;formal;shoes;accessories,433,0.89,False,ngo331@example.org
NGO0332,NGO Women 332,Hyderabad,Telangana,17.353026,78.507317,75,61,Women Empowerment,shoes;accessories;casual,379,0.65,True,ngo332@example.org
NGO0333,NGO Elderly 333,Mumbai,Maharashtra,19.033501,72.874179,75,73,Elderly Care,children;formal;casual;accessories;outerwear,383,0.91,False,ngo333@example.org
NGO0334,NGO Women 334,Pune,Maharashtra,18.567271,73.817361,75,70,Women Empowerment,outerwear;children;shoes,79,0.87,False,ngo334@example.org
NGO0335,NGO Elderly 335,Pune,Maharashtra,18.52472,73.818102,75,77,Elderly Care,casual;outerwear;children;accessories,478,0.79,False,ngo335@example.org
NGO0336,NGO Homeless 336,Mumbai,Maharashtra,19.043572,72.838057,75,69,Homeless Shelter,children;accessories;shoes;outerwear;formal,346,0.6,False,ngo336@example.org
NGO0337,NGO Disaster 337,Mumbai,Maharashtra,19.115849,72.902388,75,84,Disaster Relief,children;casual;accessories,456,0.79,True,ngo337@example.org
NGO0338,NGO Homeless 338,Surat,Maharashtra,21.209248,72.799538,75,89,Homeless Shelter,shoes;formal;children,187,0.77,True,ngo338@example.org
NGO0339,NGO Homeless 339,Mumbai,Maharashtra,19.080637,72.914535,75,60,Homeless Shelter,casual;children;accessories;formal,287,0.91,True,ngo339@example.org
NGO0340,NGO Women 340,Ahmedabad,Gujarat,23.053122,72.529439,75,92,Women Empowerment,outerwear;children;shoes,278,0.91,True,ngo340@example.org
NGO0341,NGO Elderly 341,Ahmedabad,Gujarat,23.041025,72.615536,75,93,Elderly Care,formal;shoes;accessories,348,0.67,False,ngo341@example.org
NGO0342,NGO Elderly 342,Bengaluru,Karnataka,12.967484,77.569981,75,76,Elderly Care,accessories;formal;shoes,242,0.8,True,ngo342@example.org
NGO0343,NGO Homeless 343,Kolkata,West Bengal,22.566657,88.37022,75,93,Homeless Shelter,accessories;formal;casual;outerwear;children,271,0.94,True,ngo343@example.org
NGO0344,NGO Homeless 344,Bengaluru,Karnataka,13.01739,77.547851,75,90,Homeless Shelter,children;shoes;formal;casual;accessories,437,0.93,False,ngo344@example.org
NGO0345,NGO Disaster 345,Mumbai,Maharashtra,19.114098,72.889278,75,88,Disaster Relief,outerwear;accessories;children;formal,468,0.95,False,ngo345@example.org
NGO0346,NGO Women 346,Mumbai,Maharashtra,19.086362,72.901516,75,80,Women Empowerment,children;casual;accessories;formal,115,0.76,False,ngo346@example.org
NGO0347,NGO Children 347,Surat,Maharashtra,21.169526,72.835192,75,69,Children Education,accessories;outerwear;children,131,0.91,True,ngo347@example.org
NGO0348,NGO Elderly 348,Kolkata,West Bengal,22.544821,88.379122,75,66,Elderly Care,casual;accessories;outerwear;formal;children,445,0.8,False,ngo348@example.org
NGO0349,NGO Homeless 349,Mumbai,Maharashtra,19.109045,72.899553,75,75,Homeless Shelter,outerwear;formal;children,252,0.83,False,ngo349@example.org
